CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-10344,-3072,1,1,1,0,High skill tech staff,1.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,Y,Y,1,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12564,-819,1,1,1,0,Private service staff,3.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,1
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0
F,N,Y,0,57150.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22936,365243,1,0,0,0,Other,1.0,0
F,N,Y,0,57150.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22936,365243,1,0,0,0,Other,1.0,0
F,N,Y,0,57150.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22936,365243,1,0,0,0,Other,1.0,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-12102,-1185,1,0,0,0,Waiters/barmen staff,1.0,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-12102,-1185,1,0,0,0,Waiters/barmen staff,1.0,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-12102,-1185,1,0,0,0,Waiters/barmen staff,1.0,0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0
M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15884,-1003,1,0,0,0,Laborers,2.0,0
F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,Other,2.0,1
F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,Other,2.0,0
M,Y,Y,0,78750.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8251,-181,1,1,0,0,Sales staff,1.0,0
M,Y,Y,0,78750.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8251,-181,1,1,0,0,Sales staff,1.0,0
M,Y,Y,0,78750.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8251,-181,1,1,0,0,Sales staff,1.0,0
F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-12393,-1854,1,1,1,0,Cooking staff,4.0,0
F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-12393,-1854,1,1,1,0,Cooking staff,4.0,0
F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-12393,-1854,1,1,1,0,Cooking staff,4.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,Other,3.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,Other,3.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,Other,3.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,Other,3.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,Other,3.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,Other,3.0,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,Other,3.0,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16611,-8369,1,0,0,0,Other,4.0,1
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13864,-1399,1,0,0,0,Private service staff,4.0,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13864,-1399,1,0,0,0,Private service staff,4.0,0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15168,-1489,1,0,0,0,Sales staff,2.0,0
F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23952,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23632,365243,1,0,0,0,Other,1.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23632,365243,1,0,0,0,Other,1.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23632,365243,1,0,0,0,Other,1.0,0
M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15036,-638,1,0,0,0,Laborers,5.0,0
M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23124,365243,1,0,0,0,Other,2.0,0
M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23124,365243,1,0,0,0,Other,2.0,1
M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23124,365243,1,0,0,0,Other,2.0,1
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18421,-1308,1,0,0,0,Drivers,3.0,0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18421,-1308,1,0,0,0,Drivers,3.0,0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18421,-1308,1,0,0,0,Drivers,3.0,0
F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0
F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0
F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0
F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0
F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22331,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22331,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1.0,0
F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1.0,0
F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1.0,0
F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1.0,0
F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1.0,0
F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1.0,1
M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,1
M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,1
M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,0
M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,0
M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,Other,2.0,0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11325,-2433,1,0,0,0,Laborers,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,Other,2.0,0
F,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-17710,-6937,1,0,0,0,Sales staff,1.0,0
F,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-17710,-6937,1,0,0,0,Sales staff,1.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034,365243,1,0,0,0,Other,1.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034,365243,1,0,0,0,Other,1.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034,365243,1,0,0,0,Other,1.0,0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-15444,-393,1,0,0,0,Secretaries,2.0,0
M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-15444,-393,1,0,0,0,Secretaries,2.0,0
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13542,-424,1,0,1,0,Sales staff,4.0,0
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13542,-424,1,0,1,0,Sales staff,4.0,0
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13542,-424,1,0,1,0,Sales staff,4.0,0
F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13542,-424,1,0,1,0,Sales staff,4.0,0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,1
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24238,365243,1,0,0,0,Other,1.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23300,365243,1,0,1,0,Other,1.0,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23300,365243,1,0,1,0,Other,1.0,0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23300,365243,1,0,1,0,Other,1.0,0
M,Y,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-10699,-1550,1,0,0,0,Drivers,1.0,0
M,N,N,0,103500.0,Commercial associate,Incomplete higher,Single / not married,With parents,-8412,-1033,1,0,0,0,Laborers,1.0,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-23122,-3621,1,0,0,0,Sales staff,2.0,0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0
M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0
